# accession	TC1	TC2	genesymbol	length	familytype	product_name	product_name_orig
TIGR02430	597	597	pcaF	400	equivalog	3-oxoadipyl-CoA thiolase	3-oxoadipyl-CoA thiolase
TIGR02432	93.6	93.6	tilS	189	equivalog_domain	tRNA lysidine(34) synthetase TilS	tRNA(Ile)-lysidine synthetase
TIGR02434	195.8	195.8	cobF	250	equivalog	precorrin-6A synthase (deacetylating)	precorrin-6A synthase (deacetylating)
TIGR02435	234.8	234.8	cobG	388	equivalog	precorrin-3B synthase	precorrin-3B synthase
TIGR02436	24	24	NULL	109	subfamily	four helix bundle protein	four helix bundle protein
TIGR02437	933.55	933.55	fadB	714	equivalog	fatty acid oxidation complex subunit alpha FadB	fatty oxidation complex, alpha subunit FadB
TIGR02438	404.4	404.4	catA	281	equivalog	catechol 1,2-dioxygenase	catechol 1,2-dioxygenase
TIGR02439	392	392	catA	285	equivalog	catechol 1,2-dioxygenase	catechol 1,2-dioxygenase
TIGR02440	968.45	968.45	fadJ	699	equivalog	fatty acid oxidation complex subunit alpha FadJ	fatty oxidation complex, alpha subunit FadJ
TIGR02441	964.65	964.65	NULL	737	equivalog	fatty acid oxidation complex subunit alpha	fatty acid oxidation complex, alpha subunit, mitochondrial
TIGR02442	779.45	779.45	NULL	641	hypoth_equivalog	putative cobaltochelatase	cobaltochelatase subunit
TIGR02443	49.45	49.45	NULL	59	hypoth_equivalog	YheV family putative metal-binding protein	conserved hypothetical protein
TIGR02444	48.3	48.3	NULL	116	hypoth_equivalog	TIGR02444 family protein	TIGR02444 family protein
TIGR02445	591	591	fadA	385	equivalog	acetyl-CoA C-acyltransferase FadA	acetyl-CoA C-acyltransferase FadA
TIGR02446	711.55	711.55	fadI	430	equivalog	acetyl-CoA C-acyltransferase FadI	acetyl-CoA C-acyltransferase FadI
TIGR02449	55.4	55.4	NULL	65	hypoth_equivalog	TIGR02449 family protein	TIGR02449 family protein
TIGR02450	36.85	36.85	NULL	61	hypoth_equivalog	TIGR02450 family Trp-rich protein	tryptophan-rich conserved hypothetical protein
TIGR02452	50	50	NULL	266	hypoth_equivalog	TIGR02452 family protein	TIGR02452 family protein
TIGR02453	105.4	105.4	NULL	218	subfamily_domain	TIGR02453 family protein	TIGR02453 family protein
TIGR02454	111.8	111.8	cbiQ	200	equivalog	cobalt ECF transporter T component CbiQ	cobalt ECF transporter T component CbiQ
TIGR02455	719.4	719.4	treS	689	equivalog	maltose alpha-D-glucosyltransferase	trehalose synthase
TIGR02456	678.35	678.35	treS	539	equivalog_domain	maltose alpha-D-glucosyltransferase	trehalose synthase
TIGR02460	351.2	351.2	mpgS	383	equivalog	mannosyl-3-phosphoglycerate synthase	mannosyl-3-phosphoglycerate synthase
TIGR02461	244.35	244.35	mpgP	227	equivalog	mannosyl-3-phosphoglycerate phosphatase	mannosyl-3-phosphoglycerate phosphatase
TIGR02462	544.9	544.9	NULL	548	equivalog	pyranose oxidase	pyranose oxidase
TIGR02463	282	282	NULL	216	hypoth_equivalog	mannosyl-3-phosphoglycerate phosphatase-related protein	mannosyl-3-phosphoglycerate phosphatase homolog
TIGR02465	359.25	359.25	NULL	246	equivalog	chlorocatechol 1,2-dioxygenase	chlorocatechol 1,2-dioxygenase
TIGR02467	92.9	92.9	cbiE	204	equivalog_domain	precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE	precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit
TIGR02468	1143.95	1143.95	NULL	1051	equivalog	sucrose-phosphate synthase	sucrose phosphate synthase
TIGR02469	78.3	78.3	cbiT	124	equivalog_domain	precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT	precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit
TIGR02470	810.4	810.4	NULL	784	equivalog	sucrose synthase	sucrose synthase
TIGR02473	50.45	50.45	fliJ	141	equivalog	flagellar export protein FliJ	flagellar export protein FliJ
TIGR02474	189.8	189.8	pelA	295	equivalog	pectate lyase	pectate lyase
TIGR02475	332.1	332.1	cobW	342	equivalog	cobalamin biosynthesis protein CobW	cobalamin biosynthesis protein CobW
TIGR02476	150	150	bluB	205	equivalog	5,6-dimethylbenzimidazole synthase	5,6-dimethylbenzimidazole synthase
TIGR02477	587.95	587.95	NULL	539	equivalog	diphosphate--fructose-6-phosphate 1-phosphotransferase	diphosphate--fructose-6-phosphate 1-phosphotransferase
TIGR02478	708.4	708.4	NULL	744	equivalog	6-phosphofructokinase	6-phosphofructokinase
TIGR02479	189.6	189.6	NULL	224	subfamily	FliA/WhiG family RNA polymerase sigma factor	RNA polymerase sigma factor, FliA/WhiG family
TIGR02480	84.05	84.05	fliN	77	equivalog_domain	flagellar motor switch protein FliN	flagellar motor switch protein FliN
TIGR02482	371.35	371.35	pfkA	301	equivalog	6-phosphofructokinase	6-phosphofructokinase
TIGR02484	246.6	246.6	tcuB	372	equivalog	tricarballylate utilization 4Fe-4S protein TcuB	CitB domain protein
TIGR02485	372.55	372.55	tcuA	437	equivalog	FAD-dependent tricarballylate dehydrogenase TcuA	precorrin 3B synthase CobZ
TIGR02486	160.35	160.35	NULL	314	subfamily	reductive dehalogenase	reductive dehalogenase
TIGR02487	326.35	326.35	nrdD	581	equivalog	anaerobic ribonucleoside-triphosphate reductase	anaerobic ribonucleoside-triphosphate reductase
TIGR02488	252.75	252.75	flgG	259	equivalog	flagellar basal-body rod protein FlgG	flagellar basal-body rod protein FlgG
TIGR02489	412.85	412.85	flgE	719	equivalog	flagellar hook protein FlgE	flagellar hook protein FlgE
TIGR02490	178.5	178.5	flgF	218	equivalog	flagellar basal-body rod protein FlgF	flagellar basal-body rod protein FlgF
TIGR02491	126.1	126.1	nrdG	154	equivalog	anaerobic ribonucleoside-triphosphate reductase activating protein	anaerobic ribonucleoside-triphosphate reductase activating protein
TIGR02492	170.75	170.75	flgK	437	equivalog	flagellar hook-associated protein FlgK	flagellar hook-associated protein FlgK
TIGR02493	231.75	231.75	pflA	235	equivalog	pyruvate formate lyase-activating protein	pyruvate formate-lyase 1-activating enzyme
TIGR02494	174.35	174.35	NULL	293	subfamily	glycyl-radical enzyme activating protein	glycyl-radical enzyme activating protein
TIGR02495	131.15	131.15	NULL	193	equivalog	anaerobic ribonucleoside-triphosphate reductase activating protein	anaerobic ribonucleoside-triphosphate reductase activating protein
TIGR02497	23.45	23.45	NULL	39	equivalog_domain	EscI/YscI/HrpB family type III secretion system inner rod protein	type III secretion apparatus protein, YscI/HrpB, C-terminal domain
TIGR02498	56.15	56.15	NULL	79	equivalog	EscG/YscG/SsaH family type III secretion system needle protein co-chaperone	type III secretion system protein, SsaH family
TIGR02499	78.7	78.7	NULL	166	equivalog	HrpE/YscL family type III secretion apparatus protein	type III secretion apparatus protein, HrpE/YscL family
TIGR02500	86	86	NULL	413	equivalog	EscD/YscD/HrpQ family type III secretion system inner membrane ring protein	type III secretion apparatus protein, YscD/HrpQ family
TIGR02501	38.25	38.25	NULL	67	equivalog	EscE/YscE/SsaE family type III secretion system needle protein co-chaperone	type III secretion system protein, YseE family
TIGR02502	99.2	99.2	NULL	121	equivalog	YscX family type III secretion protein	type III secretion protein, YscX family
TIGR02503	84.55	84.55	sycN	120	equivalog	type III secretion chaperone SycN	type III secretion chaperone SycN
TIGR02504	399.95	399.95	NULL	606	equivalog	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
TIGR02505	340.05	340.05	nrdJ	724	equivalog	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent
TIGR02506	341.05	341.05	NULL	616	equivalog	ribonucleoside-diphosphate reductase subunit alpha	ribonucleoside-diphosphate reductase, alpha subunit
TIGR02507	25	25	mtrF	65	equivalog_domain	tetrahydromethanopterin S-methyltransferase subunit F	tetrahydromethanopterin S-methyltransferase, F subunit
TIGR02508	97.15	97.15	NULL	116	equivalog	YscG family type III secretion protein	type III secretion protein, YscG family
TIGR02509	114	114	NULL	131	equivalog	YopR family type III secretion effector	type III secretion effector, YopR family
TIGR02510	602.25	602.25	NULL	560	equivalog	ribonucleoside-diphosphate reductase subunit alpha	ribonucleoside-diphosphate reductase, alpha chain
TIGR02511	25.9	25.9	NULL	82	equivalog_domain	TyeA family type III secretion system gatekeeper subunit	type III secretion effector delivery regulator, TyeA family
TIGR02513	90.05	90.05	NULL	140	equivalog	YscB family type III secretion system chaperone	type III secretion system chaperone, YscB family
TIGR02514	76.5	76.5	NULL	129	equivalog_domain	type III secretion system needle length determinant	type III secretion system needle length determinant
TIGR02515	284.35	284.35	pilQ	428	subfamily	type IV pilus secretin PilQ	type IV pilus secretin PilQ
TIGR02516	238.45	238.45	NULL	463	equivalog	EscC/YscC/HrcC family type III secretion system outer membrane ring protein	type III secretion outer membrane pore, YscC/HrcC family
TIGR02517	351.35	351.35	gspD	600	equivalog	type II secretion system protein GspD	type II secretion system protein D
TIGR02518	620.1	620.1	NULL	488	equivalog	acetaldehyde dehydrogenase (acetylating)	acetaldehyde dehydrogenase (acetylating)
TIGR02519	250.2	250.2	mshL	290	equivalog	pilus (MSHA type) biogenesis protein MshL	pilus (MSHA type) biogenesis protein MshL
TIGR02520	287.65	287.65	NULL	513	equivalog	PilN family type IVB pilus formation outer membrane protein	type IVB pilus formation outer membrane protein, R64 PilN family
TIGR02521	154	154	pilW	234	equivalog	type IV pilus biogenesis/stability protein PilW	type IV pilus biogenesis/stability protein PilW
TIGR02523	52.2	52.2	pilV	139	equivalog	type IV pilus modification protein PilV	type IV pilus modification protein PilV
TIGR02524	463.3	463.3	dotB	358	equivalog	Dot/Icm secretion system ATPase DotB	Dot/Icm secretion system ATPase DotB
TIGR02525	368.3	368.3	traJ	372	equivalog	plasmid transfer ATPase TraJ	plasmid transfer ATPase TraJ
TIGR02527	99.1	99.1	icmQ	179	equivalog	Dot/Icm secretion system protein IcmQ	Dot/Icm secretion system protein IcmQ
TIGR02528	138.35	138.35	eutP	142	subfamily	EutP/PduV family microcompartment system protein	ethanolamine utilization protein, EutP
TIGR02532	16.3	16.3	NULL	24	domain	prepilin-type N-terminal cleavage/methylation domain-containing protein	prepilin-type N-terminal cleavage/methylation domain
TIGR02533	630.25	630.25	gspE	486	equivalog	type II secretion system protein GspE	type II secretion system protein E
TIGR02538	675.65	675.65	pilB	564	equivalog	type IV-A pilus assembly ATPase PilB	type IV-A pilus assembly ATPase PilB
TIGR02539	365.25	365.25	pscS	370	equivalog	O-phospho-L-seryl-tRNA:Cys-tRNA synthase	O-phospho-L-seryl-tRNA:Cys-tRNA synthase
TIGR02540	207.3	207.3	NULL	153	equivalog	putative glutathione peroxidase Gpx7	putative glutathione peroxidase Gpx7
TIGR02541	193	193	flgJ	294	equivalog	flagellar assembly peptidoglycan hydrolase FlgJ	flagellar rod assembly protein/muramidase FlgJ
TIGR02542	67	65	NULL	145	domain	TANFOR domain-containing protein	TANFOR domain
TIGR02544	161.95	161.95	NULL	193	equivalog	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	type III secretion apparatus lipoprotein, YscJ/HrcJ family
TIGR02546	604.75	604.75	NULL	423	equivalog	EscN/YscN/HrcN family type III secretion system ATPase	type III secretion apparatus H+-transporting two-sector ATPase
TIGR02547	70.05	70.05	casA	504	equivalog	type I-E CRISPR-associated protein Cse1/CasA	CRISPR type I-E/ECOLI-associated protein CasA/Cse1
TIGR02548	42.55	42.55	casB	159	equivalog	type I-E CRISPR-associated protein Cse2/CasB	CRISPR type I-E/ECOLI-associated protein CasB/Cse2
TIGR02549	15.1	15.1	NULL	21	domain	CRISPR-associated DxTHG motif protein	CRISPR-associated DxTHG motif protein
TIGR02550	127.2	127.2	flgL	387	equivalog	flagellar hook-associated protein 3	flagellar hook-associated protein 3
TIGR02551	100.8	100.8	NULL	300	equivalog	YscQ/HrcQ family type III secretion apparatus protein	type III secretion apparatus protein, YscQ/HrcQ family
TIGR02552	104.8	104.8	NULL	136	equivalog	CesD/SycD/LcrH family type III secretion system chaperone	type III secretion low calcium response chaperone LcrH/SycD
TIGR02553	219.25	219.25	NULL	317	equivalog	IpaD/SipD/SspD family type III secretion system needle tip protein	type III effector protein IpaD/SipD/SspD
TIGR02554	188.6	188.6	NULL	389	equivalog	PrgH/EprH family type III secretion apparatus protein	type III secretion apparatus protein PrgH/EprH
TIGR02555	118.6	118.6	NULL	185	equivalog	type III secretion apparatus protein OrgA/MxiK	type III secretion apparatus protein OrgA/MxiK
TIGR02556	156.95	156.95	NULL	571	equivalog	TIGR02556 family CRISPR-associated protein	CRISPR-associated protein, TM1802 family
TIGR02557	184.8	184.8	hpaP	204	equivalog	type III secretion protein HpaP	type III secretion protein HpaP
TIGR02558	93.3	93.3	NULL	124	equivalog	type III secretion protein HrpB2	type III secretion protein HrpB2
TIGR02559	134.4	134.4	NULL	158	equivalog	type III secretion protein HrpB7	type III secretion protein HrpB7
TIGR02560	167.45	167.45	NULL	220	equivalog	type III secretion protein HrpB4	type III secretion protein HrpB4
TIGR02561	123.85	123.85	NULL	183	equivalog	HrpB1 family type III secretion system apparatus protein	type III secretion protein HrpB1/HrpK
TIGR02562	565.95	565.95	cas3f	1110	equivalog	type I-F CRISPR-associated helicase Cas3	CRISPR-associated helicase Cas3, subtype I-F/YPEST
TIGR02563	36.25	36.25	cas6f	184	equivalog	type I-F CRISPR-associated endoribonuclease Cas6/Csy4	CRISPR-associated endoribonuclease Cas6/Csy4, subtype I-F/YPEST
TIGR02564	169.4	169.4	csy1	385	equivalog	type I-F CRISPR-associated protein Csy1	CRISPR type I-F/YPEST-associated protein Csy1
TIGR02565	154.1	154.1	csy2	296	equivalog	type I-F CRISPR-associated protein Csy2	CRISPR type I-F/YPEST-associated protein Csy2
TIGR02566	157.55	157.55	csy3	341	equivalog	type I-F CRISPR-associated protein Csy3	CRISPR type I-F/YPEST-associated protein Csy3
TIGR02567	58.2	58.2	yscW	124	equivalog	type III secretion system chaperone YscW	type III secretion system chaperone YscW
TIGR02568	89.5	89.5	NULL	241	equivalog_domain	YopN family type III secretion system gatekeeper subunit	type III secretion regulator YopN/LcrE/InvE/MxiC
TIGR02569	136.75	136.75	NULL	272	hypoth_equivalog	TIGR02569 family protein	TIGR02569 family protein
TIGR02570	38	38	cas7u	178	equivalog_domain	type I-U CRISPR-associated protein Cas7	CRISPR-associated protein GSU0053/csb1, Dpsyc system
TIGR02571	219.45	219.45	NULL	151	equivalog	ComE operon protein 2	ComE operon protein 2
TIGR02572	139.5	139.5	lcrR	139	equivalog	type III secretion system regulator LcrR	type III secretion system regulator LcrR
TIGR02573	90.8	90.8	lcrG	90	equivalog	type III secretion protein LcrG	type III secretion protein LcrG
TIGR02577	79.4	79.4	cas10	510	equivalog	type III-B CRISPR-associated protein Cas10/Cmr2	CRISPR-associated protein Cas10/Cmr2, subtype III-B
TIGR02578	171.65	171.65	cas10	650	equivalog	type III-A CRISPR-associated protein Cas10/Csm1	CRISPR-associated protein Cas10/Csm1, subtype III-A/MTUBE
TIGR02579	55.4	55.4	csx3	83	equivalog	CRISPR-associated protein Csx3	CRISPR-associated protein, Csx3 family
TIGR02580	87	87	cmr4	283	equivalog	type III-B CRISPR module RAMP protein Cmr4	CRISPR type III-B/RAMP module RAMP protein Cmr4
TIGR02581	108.05	108.05	NULL	216	hypoth_equivalog	CRISPR-associated RAMP protein	CRISPR-associated RAMP protein, SSO1426 family
TIGR02582	90	80	csm3	203	equivalog	type III-A CRISPR-associated RAMP protein Csm3	CRISPR type III-A/MTUBE-associated RAMP protein Csm3
TIGR02583	212.6	212.6	cas7a	284	exception	type I-A CRISPR-associated protein Cas7/Csa2	CRISPR-associated protein Cas7/Csa2, subtype I-A/APERN
TIGR02584	80.65	80.65	NULL	209	equivalog	TIGR02584 family CRISPR-associated protein	CRISPR-associated protein, NE0113 family
TIGR02585	72.75	72.75	cas7i	321	exception	type I-B CRISPR-associated protein Cas7/Cst2/DevR	CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP
TIGR02586	111.5	111.5	cas5	183	exception	type I-MYXAN CRISPR-associated protein Cas5/Cmx5/DevS	CRISPR-associated protein Cas5/DevS, subtype MYXAN
TIGR02587	183.7	183.7	NULL	271	hypoth_equivalog	TIGR02587 family membrane protein	putative integral membrane protein TIGR02587
TIGR02588	95	95	NULL	122	hypoth_equivalog	TIGR02588 family protein	TIGR02588 family protein
TIGR02589	182.25	182.25	cas7c	284	exception	type I-C CRISPR-associated protein Cas7/Csd2	CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG
TIGR02590	171.55	171.55	cas7b	286	exception	type I-B CRISPR-associated protein Cas7/Csh2	CRISPR-associated protein Cas7/Csh2, subtype I-B/HMARI
TIGR02591	104.05	104.05	cas8b	395	hypoth_equivalog_domain	type I-B CRISPR-associated protein Cas8b/Csh1	CRISPR-associated protein Cas8b/Csh1, subtype I-B/HMARI
TIGR02592	97	97	cas5b	241	exception	type I-B CRISPR-associated protein Cas5	CRISPR-associated protein Cas5, subtype I-B/HMARI
TIGR02593	17.8	15	cas5	43	subfamily_domain	CRISPR-associated protein Cas5	CRISPR-associated protein Cas5
TIGR02594	70.55	70.55	NULL	132	subfamily	TIGR02594 family protein	TIGR02594 family protein
TIGR02595	16	16	NULL	24	domain	PEP-CTERM sorting domain-containing protein	PEP-CTERM protein-sorting domain
TIGR02596	70	70	vccD	196	subfamily	Verru_Chthon cassette protein D	Verru_Chthon cassette protein D
TIGR02597	50	45	NULL	363	paralog	TIGR02597 family protein	TIGR02597 family protein
TIGR02598	51.4	51.4	vccB	151	subfamily	Verru_Chthon cassette protein B	Verru_Chthon cassette protein B
TIGR02599	256.5	256.5	vccC	361	subfamily	Verru_Chthon cassette protein C	Verru_Chthon cassette protein C
TIGR02600	332.3	332.3	vccA	1296	subfamily	Verru_Chthon cassette protein A	Verru_Chthon cassette protein A
TIGR02602	105.55	105.55	xrt	241	subfamily	exosortase	exosortase
TIGR02606	46.2	46.2	NULL	70	hypoth_equivalog	type II toxin-antitoxin system ParD family antitoxin	putative addiction module antidote protein, CC2985 family
TIGR02607	47.7	47.7	higA	81	equivalog	addiction module antidote protein, HigA family	addiction module antidote protein, HigA family
TIGR02611	70.6	70.6	NULL	121	hypoth_equivalog	TIGR02611 family protein	TIGR02611 family protein
TIGR02612	122.6	122.6	NULL	150	hypoth_equivalog	mobile mystery protein A	mobile mystery protein A
TIGR02613	124.4	124.4	NULL	186	hypoth_equivalog	mobile mystery protein B	mobile mystery protein B
TIGR02614	337.5	337.5	ftsW	357	equivalog	putative lipid II flippase FtsW	cell division protein FtsW
TIGR02615	448.8	448.8	spoVE	354	exception	stage V sporulation protein E	stage V sporulation protein E
TIGR02616	23.55	23.55	tnaC	22	equivalog	tryptophanase leader peptide	tryptophanase leader peptide
TIGR02617	825.8	825.8	tnaA	467	equivalog	tryptophanase	tryptophanase
TIGR02618	720.7	720.7	NULL	450	equivalog	tyrosine phenol-lyase	tyrosine phenol-lyase
TIGR02619	37.45	37.45	NULL	149	domain	putative CRISPR-associated protein	putative CRISPR-associated protein, APE2256 family
TIGR02620	46.35	46.35	csx16	93	hypoth_equivalog_domain	CRISPR-associated protein Csx16	putative CRISPR-associated protein, VVA1548 family
TIGR02621	218.25	218.25	cas3u	864	exception	type I-U CRISPR-associated helicase/endonuclease Cas3	CRISPR-associated helicase Cas3, subtype Dpsyc
